frame_id,lm_0_x,lm_0_y,lm_0_z,lm_0_vis,lm_1_x,lm_1_y,lm_1_z,lm_1_vis,lm_2_x,lm_2_y,lm_2_z,lm_2_vis,lm_3_x,lm_3_y,lm_3_z,lm_3_vis,lm_4_x,lm_4_y,lm_4_z,lm_4_vis,lm_5_x,lm_5_y,lm_5_z,lm_5_vis,lm_6_x,lm_6_y,lm_6_z,lm_6_vis,lm_7_x,lm_7_y,lm_7_z,lm_7_vis,lm_8_x,lm_8_y,lm_8_z,lm_8_vis,lm_9_x,lm_9_y,lm_9_z,lm_9_vis,lm_10_x,lm_10_y,lm_10_z,lm_10_vis,lm_11_x,lm_11_y,lm_11_z,lm_11_vis,lm_12_x,lm_12_y,lm_12_z,lm_12_vis,lm_13_x,lm_13_y,lm_13_z,lm_13_vis,lm_14_x,lm_14_y,lm_14_z,lm_14_vis,lm_15_x,lm_15_y,lm_15_z,lm_15_vis,lm_16_x,lm_16_y,lm_16_z,lm_16_vis,lm_17_x,lm_17_y,lm_17_z,lm_17_vis,lm_18_x,lm_18_y,lm_18_z,lm_18_vis,lm_19_x,lm_19_y,lm_19_z,lm_19_vis,lm_20_x,lm_20_y,lm_20_z,lm_20_vis,lm_21_x,lm_21_y,lm_21_z,lm_21_vis,lm_22_x,lm_22_y,lm_22_z,lm_22_vis,lm_23_x,lm_23_y,lm_23_z,lm_23_vis,lm_24_x,lm_24_y,lm_24_z,lm_24_vis,lm_25_x,lm_25_y,lm_25_z,lm_25_vis,lm_26_x,lm_26_y,lm_26_z,lm_26_vis,lm_27_x,lm_27_y,lm_27_z,lm_27_vis,lm_28_x,lm_28_y,lm_28_z,lm_28_vis,lm_29_x,lm_29_y,lm_29_z,lm_29_vis,lm_30_x,lm_30_y,lm_30_z,lm_30_vis,lm_31_x,lm_31_y,lm_31_z,lm_31_vis,lm_32_x,lm_32_y,lm_32_z,lm_32_vis
3,0.4829978942871094,0.4825150668621063,0.4126168191432953,0.9999300241470337,0.47683826088905334,0.4741611182689667,0.4453040063381195,0.999927282333374,0.47302311658859253,0.4710221290588379,0.4451743960380554,0.9999500513076782,0.4692867398262024,0.4677954912185669,0.4451417326927185,0.9999381303787231,0.4906105101108551,0.4789428412914276,0.44384557008743286,0.999904990196228,0.4946447014808655,0.47854822874069214,0.44394293427467346,0.9999443292617798,0.498587429523468,0.47806766629219055,0.44382649660110474,0.9999047517776489,0.4665394425392151,0.4337691068649292,0.48224037885665894,0.9999263286590576,0.5117751359939575,0.44880232214927673,0.48465853929519653,0.9998306035995483,0.47997426986694336,0.4607633352279663,0.416273295879364,0.9981034994125366,0.4937779903411865,0.4646759331226349,0.4157818853855133,0.9978677034378052,0.44710057973861694,0.3657763600349426,0.307813435792923,0.9954630732536316,0.5569782257080078,0.37143057584762573,0.33424192667007446,0.9963682889938354,0.427415132522583,0.4366459250450134,0.0580463707447052,0.8667120933532715,0.5747267007827759,0.44026899337768555,0.12261442840099335,0.46100330352783203,0.4899347424507141,0.6089951992034912,-0.1034177765250206,0.9652199745178223,0.5579692125320435,0.6189488172531128,-0.016666533425450325,0.9215893745422363,0.4867350459098816,0.6382156014442444,-0.12692299485206604,0.9800437688827515,0.5737360119819641,0.6560682654380798,-0.040696725249290466,0.9700295329093933,0.4918251037597656,0.6432093977928162,-0.1070825457572937,0.9752510190010071,0.568507730960846,0.6595185399055481,-0.029774446040391922,0.959242582321167,0.4944307208061218,0.6338919401168823,-0.09856360405683517,0.9683581590652466,0.5621407628059387,0.6444441676139832,-0.016777096316218376,0.9356871247291565,0.46234363317489624,0.1602393537759781,-0.009396187961101532,0.9997774958610535,0.5496432781219482,0.1583527773618698,0.00917148683220148,0.9998987913131714,0.4444313645362854,0.4264511168003082,0.03790362551808357,0.9584255218505859,0.5919042825698853,0.4377455711364746,-0.06283484399318695,0.9918798804283142,0.4599210321903229,0.5696241855621338,-0.024028988555073738,0.9564929008483887,0.5484266877174377,0.5735076665878296,-0.2086055725812912,0.9816676378250122,0.4750329852104187,0.574857771396637,-0.030162623152136803,0.992456316947937,0.5517158508300781,0.5877257585525513,-0.21851225197315216,0.9951907396316528,0.4864686131477356,0.6598979830741882,-0.10505618900060654,0.9819124937057495,0.5575211644172668,0.6829797625541687,-0.3034520447254181,0.9882814288139343
4,0.48778557777404785,0.3861982524394989,0.37474650144577026,0.9999325275421143,0.48349958658218384,0.3729633688926697,0.39530831575393677,0.9999293088912964,0.48026952147483826,0.3701580762863159,0.3952987492084503,0.9999505281448364,0.4771216809749603,0.3672339618206024,0.39514023065567017,0.9999383687973022,0.496288925409317,0.3762892484664917,0.39283856749534607,0.9999094605445862,0.5001217126846313,0.3754335641860962,0.39295297861099243,0.9999460577964783,0.5038951635360718,0.37452709674835205,0.3927890956401825,0.9999082088470459,0.4748583734035492,0.3380471467971802,0.3892636001110077,0.9999248385429382,0.5170021653175354,0.34887802600860596,0.3843814730644226,0.9998375177383423,0.484304815530777,0.3712395131587982,0.3647103011608124,0.9981812238693237,0.4975278377532959,0.3738447427749634,0.3619694709777832,0.997972309589386,0.45168399810791016,0.3046245276927948,0.22285416722297668,0.9954990744590759,0.5593007206916809,0.305583119392395,0.21682778000831604,0.9965181946754456,0.4176936745643616,0.4049800932407379,0.03968813270330429,0.8572902083396912,0.5750570893287659,0.3648078441619873,0.0034686296712607145,0.47755366563796997,0.4518055021762848,0.5101026892662048,-0.09046851098537445,0.9611173272132874,0.564933180809021,0.4981737434864044,-0.16730955243110657,0.9247841835021973,0.44822630286216736,0.5294932126998901,-0.10985390096902847,0.9731817245483398,0.5736678242683411,0.5299428701400757,-0.1912587434053421,0.9693851470947266,0.46494466066360474,0.531554639339447,-0.08727249503135681,0.967406690120697,0.5673173666000366,0.5402160882949829,-0.18082496523857117,0.958544135093689,0.46877026557922363,0.5224466919898987,-0.08433029800653458,0.960543155670166,0.5615004897117615,0.5291110873222351,-0.16690312325954437,0.9359496235847473,0.4654052257537842,0.15850916504859924,-0.0012244259705767035,0.9997653365135193,0.5495220422744751,0.1607387512922287,0.0007622293196618557,0.9998987913131714,0.44458141922950745,0.38986092805862427,0.17841635644435883,0.945278525352478,0.6017531156539917,0.4068554639816284,0.0317084863781929,0.9903898239135742,0.4582800269126892,0.5505779385566711,0.3395273685455322,0.9336138367652893,0.5517037510871887,0.567425549030304,0.0637780949473381,0.9757300019264221,0.47122079133987427,0.5609246492385864,0.3575781583786011,0.983361542224884,0.556175172328949,0.5471177101135254,0.07443112134933472,0.9895225167274475,0.4893151819705963,0.6490465402603149,0.3013097643852234,0.9660463929176331,0.5724442601203918,0.6660476922988892,0.008600910194218159,0.9769752621650696
5,0.48930302262306213,0.4066392183303833,0.3114151358604431,0.9999346137046814,0.4851410984992981,0.3961709439754486,0.33797064423561096,0.9999303221702576,0.4820767045021057,0.3931562304496765,0.3379487097263336,0.9999507665634155,0.4790831208229065,0.3900377154350281,0.33781272172927856,0.9999381303787231,0.4974652826786041,0.40075480937957764,0.33246010541915894,0.999912440776825,0.5011842250823975,0.40060773491859436,0.33262306451797485,0.9999471306800842,0.5048453211784363,0.40039727091789246,0.33247607946395874,0.9999104142189026,0.4769832491874695,0.36114540696144104,0.3740238845348358,0.999921441078186,0.517801821231842,0.37553870677948,0.35486218333244324,0.9998422861099243,0.48579302430152893,0.38934844732284546,0.317665159702301,0.9982176423072815,0.4987306594848633,0.39331525564193726,0.3109225928783417,0.9980150461196899,0.4528781771659851,0.30701225996017456,0.23726007342338562,0.9956508874893188,0.5599395036697388,0.3198150098323822,0.20394381880760193,0.9967347979545593,0.4137324392795563,0.3681398928165436,0.04340815916657448,0.8476441502571106,0.5735787153244019,0.36712002754211426,-0.015854230150580406,0.48697569966316223,0.4532703757286072,0.45936256647109985,-0.08710899204015732,0.9492299556732178,0.5643478035926819,0.47692248225212097,-0.1891874372959137,0.9216076731681824,0.4530823826789856,0.4791606068611145,-0.10652518272399902,0.9582802653312683,0.5689685344696045,0.506161630153656,-0.21753843128681183,0.9638354778289795,0.46705546975135803,0.48283272981643677,-0.08298034965991974,0.9518625140190125,0.5637471079826355,0.5139179825782776,-0.2072739154100418,0.9525565505027771,0.46969231963157654,0.47414013743400574,-0.08058428764343262,0.9449658393859863,0.5593127608299255,0.503050684928894,-0.18936742842197418,0.9295784831047058,0.468283087015152,0.14663122594356537,0.009618362411856651,0.9997358322143555,0.5496932864189148,0.15402163565158844,-0.010158058255910873,0.9998899698257446,0.4447459578514099,0.37907683849334717,0.25103458762168884,0.9327232241630554,0.6109767556190491,0.3834129273891449,0.0909215658903122,0.9896615743637085,0.44989046454429626,0.5508439540863037,0.43847736716270447,0.9202351570129395,0.5538197755813599,0.5642408132553101,0.14754584431648254,0.9729073643684387,0.45993486046791077,0.5621346235275269,0.46022510528564453,0.9770219922065735,0.5624842643737793,0.5474839806556702,0.16091637313365936,0.9850667715072632,0.4564715325832367,0.6095485687255859,0.4182593822479248,0.9583074450492859,0.5771267414093018,0.6609907150268555,0.10186499357223511,0.9704194664955139
6,0.49142178893089294,0.4218246340751648,0.2706476151943207,0.9999396204948425,0.4860999584197998,0.39729711413383484,0.3015206456184387,0.9999356269836426,0.4827893376350403,0.3947010040283203,0.30144399404525757,0.9999544024467468,0.479541152715683,0.39327409863471985,0.3013145327568054,0.9999426603317261,0.499054491519928,0.4016919434070587,0.2960616648197174,0.9999196529388428,0.5028321743011475,0.404047429561615,0.29614338278770447,0.9999513030052185,0.5065544843673706,0.4067121148109436,0.2959536910057068,0.9999174475669861,0.476132869720459,0.3753141760826111,0.37192559242248535,0.9999257922172546,0.5180858373641968,0.3925139009952545,0.3531801104545593,0.999853789806366,0.48679018020629883,0.40508460998535156,0.29060477018356323,0.9983811974525452,0.5007616281509399,0.40853065252304077,0.2838457226753235,0.9981987476348877,0.4476544260978699,0.31343868374824524,0.2539428174495697,0.9960245490074158,0.5614017248153687,0.32947614789009094,0.23737990856170654,0.9970527291297913,0.4133099615573883,0.2637232840061188,0.10564175993204117,0.803268551826477,0.5817065834999084,0.29180166125297546,0.010138781741261482,0.4650889039039612,0.4472343325614929,0.23976944386959076,-0.023915966972708702,0.9081026315689087,0.5803350210189819,0.2334192544221878,-0.12482031434774399,0.87893146276474,0.44489598274230957,0.22786326706409454,-0.038543857634067535,0.9248710870742798,0.589351236820221,0.22173961997032166,-0.14819884300231934,0.9254612326622009,0.4599210321903229,0.23817890882492065,-0.03142141178250313,0.9203924536705017,0.5773422718048096,0.21882003545761108,-0.14845892786979675,0.91520756483078,0.4632713198661804,0.24279171228408813,-0.02100999280810356,0.9100345969200134,0.5717092156410217,0.2236364632844925,-0.12783892452716827,0.8893105983734131,0.46797242760658264,0.1360897719860077,0.007472691126167774,0.9997131824493408,0.551589846611023,0.14796292781829834,-0.009223801083862782,0.9998711943626404,0.441120445728302,0.3771577477455139,0.1792266070842743,0.9267781972885132,0.6087195873260498,0.39181897044181824,0.17349308729171753,0.981049656867981,0.44370365142822266,0.5628947019577026,0.2555350363254547,0.9098061323165894,0.5542622804641724,0.5665201544761658,0.15513074398040771,0.963835597038269,0.4571617543697357,0.5882752537727356,0.2673925757408142,0.9675297141075134,0.5712042450904846,0.5520730018615723,0.1609915792942047,0.9739223718643188,0.4524746835231781,0.6192746758460999,0.24989362061023712,0.9400458335876465,0.5739389657974243,0.664830207824707,0.1239791065454483,0.9474868178367615
7,0.49630600214004517,0.40532463788986206,0.0499691478908062,0.9999236464500427,0.48933663964271545,0.40471351146698,0.07629748433828354,0.9999212622642517,0.4854970872402191,0.40250274538993835,0.07623477280139923,0.9999430179595947,0.4817282259464264,0.40055057406425476,0.07613325119018555,0.9999281764030457,0.5031760931015015,0.4087831377983093,0.07057829201221466,0.9999070167541504,0.507300615310669,0.40987640619277954,0.07058840245008469,0.9999411106109619,0.5113896131515503,0.41097208857536316,0.07041279971599579,0.9998987317085266,0.4797438085079193,0.39086782932281494,0.17699401080608368,0.9998871684074402,0.5222185850143433,0.3932623863220215,0.15542788803577423,0.9997966885566711,0.49112850427627563,0.3829788565635681,0.08671511709690094,0.9983853101730347,0.5067164301872253,0.38770416378974915,0.07939045131206512,0.9981994032859802,0.4476706385612488,0.30764856934547424,0.1208990067243576,0.996177613735199,0.5672838091850281,0.31742236018180847,0.11523325741291046,0.9972953796386719,0.4136735796928406,0.2597658634185791,-0.019851889461278915,0.7408886551856995,0.5892612338066101,0.27584534883499146,-0.03485564887523651,0.4310249984264374,0.4502451419830322,0.22857539355754852,-0.17913338541984558,0.8500219583511353,0.5846658945083618,0.21817171573638916,-0.23190173506736755,0.8170080184936523,0.4451026916503906,0.21726976335048676,-0.20198127627372742,0.8801041841506958,0.5953192114830017,0.20858091115951538,-0.26310816407203674,0.8701624274253845,0.46205806732177734,0.2274944931268692,-0.19962069392204285,0.8775015473365784,0.5805458426475525,0.20702709257602692,-0.26655617356300354,0.8604943156242371,0.4660031199455261,0.23127666115760803,-0.17781732976436615,0.8621611595153809,0.5751349329948425,0.21082803606987,-0.23631182312965393,0.8305999636650085,0.4687577784061432,0.12616202235221863,0.002889420371502638,0.9994743466377258,0.554009735584259,0.13322198390960693,-0.0051676565781235695,0.9997122287750244,0.4446893334388733,0.3808237314224243,0.1960369348526001,0.892601728439331,0.6060034036636353,0.39545100927352905,0.2048659324645996,0.9543216824531555,0.4541527330875397,0.5810652375221252,0.29920247197151184,0.8757310509681702,0.554132342338562,0.5670334100723267,0.21423077583312988,0.9415144324302673,0.4703194200992584,0.607973575592041,0.31588810682296753,0.9454966187477112,0.5694941878318787,0.5644108057022095,0.2236977070569992,0.9537601470947266,0.48600631952285767,0.6650100946426392,0.2985213100910187,0.8947855830192566,0.5721431374549866,0.6695502400398254,0.18513406813144684,0.9075928330421448
8,0.5078610777854919,0.3949774503707886,0.20064346492290497,0.9999301433563232,0.5005274415016174,0.39097166061401367,0.22514167428016663,0.9999271631240845,0.4966629445552826,0.38870471715927124,0.2252303808927536,0.9999476075172424,0.4928281307220459,0.38640904426574707,0.2251925766468048,0.9999330043792725,0.5143910646438599,0.39317992329597473,0.22509720921516418,0.9999136924743652,0.5275474190711975,0.41273829340934753,0.2250870019197464,0.9999456405639648,0.5324797630310059,0.4126054644584656,0.2250826060771942,0.9999050498008728,0.4869994521141052,0.3597727119922638,0.2149658501148224,0.9998959898948669,0.532129168510437,0.3657189607620239,0.2380526065826416,0.999813437461853,0.5020074248313904,0.37370795011520386,0.1782849282026291,0.9985260963439941,0.5276820063591003,0.3948402404785156,0.1916743963956833,0.9983547329902649,0.4559566080570221,0.28530919551849365,0.20016524195671082,0.9964242577552795,0.5712746381759644,0.2890724241733551,0.1697261482477188,0.9975330233573914,0.4212198257446289,0.2981567680835724,-0.008316182531416416,0.758499264717102,0.5884441137313843,0.2889394462108612,-0.010245004668831825,0.42718085646629333,0.45186448097229004,0.3747800588607788,-0.20362570881843567,0.8622133135795593,0.5942255258560181,0.3033343553543091,-0.2656305432319641,0.8189789652824402,0.44572553038597107,0.3577277362346649,-0.23214209079742432,0.8899800181388855,0.6052331924438477,0.3039241433143616,-0.29996925592422485,0.8720364570617676,0.4685295522212982,0.35954415798187256,-0.20609264075756073,0.8873790502548218,0.5933719277381897,0.3110896348953247,-0.29840248823165894,0.8628670573234558,0.4739275574684143,0.37435534596443176,-0.19618144631385803,0.8729816675186157,0.587814450263977,0.3100191652774811,-0.2709829807281494,0.832986056804657,0.4719267785549164,0.12561485171318054,0.0021693822927773,0.9994910955429077,0.5581405162811279,0.12412520498037338,-0.00379118206910789,0.9997258186340332,0.44790634512901306,0.3854729235172272,0.2045689821243286,0.8939864635467529,0.5891234874725342,0.3979452848434448,0.13238023221492767,0.957970142364502,0.47671326994895935,0.6148577928543091,0.3421153128147125,0.8809277415275574,0.5672978162765503,0.6045544743537903,0.051740407943725586,0.9456411004066467,0.4905036985874176,0.636713981628418,0.35879024863243103,0.9478434324264526,0.5676214098930359,0.6156622171401978,0.05439409613609314,0.9567618370056152,0.4972475469112396,0.6849521398544312,0.304989755153656,0.9014419913291931,0.5724339485168457,0.6790619492530823,-0.007385780103504658,0.9149028062820435
9,0.5106704831123352,0.39851197600364685,0.2201392650604248,0.9999342560768127,0.502805769443512,0.39765340089797974,0.2690064311027527,0.9999308586120605,0.49860262870788574,0.3950533866882324,0.2690271735191345,0.9999502897262573,0.49445873498916626,0.3923778831958771,0.2690266966819763,0.9999353885650635,0.517464280128479,0.402026504278183,0.2688679099082947,0.9999186992645264,0.5315516591072083,0.41907790303230286,0.26874926686286926,0.9999489784240723,0.5360323190689087,0.4186996817588806,0.2690931260585785,0.9999101758003235,0.4865778088569641,0.36745044589042664,0.269461452960968,0.9998999834060669,0.53471839427948,0.3793356120586395,0.2680675685405731,0.9998243451118469,0.5036807656288147,0.3770771026611328,0.22746625542640686,0.9986503720283508,0.5334226489067078,0.4013102352619171,0.2317473590373993,0.9984925389289856,0.455280065536499,0.2843165397644043,0.25315624475479126,0.9966424703598022,0.5855080485343933,0.3031712770462036,0.2217215597629547,0.9977726936340332,0.4199199676513672,0.24991726875305176,0.003525207983329892,0.7267060875892639,0.5870651006698608,0.2797665596008301,0.0071496255695819855,0.4105302095413208,0.45498842000961304,0.2767893970012665,-0.16599009931087494,0.8369554281234741,0.5915958881378174,0.24476268887519836,-0.19887682795524597,0.7955106496810913,0.4517117142677307,0.27374476194381714,-0.1890316754579544,0.8761316537857056,0.6039422750473022,0.23535950481891632,-0.22430221736431122,0.8578243255615234,0.4700077176094055,0.2875440716743469,-0.1679888218641281,0.8740708231925964,0.5917580723762512,0.23390808701515198,-0.22598478198051453,0.8490490913391113,0.474397748708725,0.2892743945121765,-0.15967068076133728,0.858557403087616,0.5849505066871643,0.23730725049972534,-0.2032611072063446,0.817438542842865,0.4718402028083801,0.12803053855895996,-0.0028609014116227627,0.9994862675666809,0.5734472870826721,0.128958061337471,0.001284396043047309,0.9997319579124451,0.42727023363113403,0.38625162839889526,0.13420173525810242,0.8954854011535645,0.5857940912246704,0.39441633224487305,0.09000515192747116,0.9594038128852844,0.47304266691207886,0.6141824126243591,0.15719717741012573,0.8848657608032227,0.586017906665802,0.5979311466217041,-0.0522778257727623,0.9477805495262146,0.4873684346675873,0.6353582739830017,0.1648733913898468,0.9494070410728455,0.5829553008079529,0.6080577969551086,-0.054265521466732025,0.9582460522651672,0.5007491111755371,0.6923689246177673,0.149161234498024,0.9044570922851562,0.5732921361923218,0.6819247007369995,-0.10206986963748932,0.9178430438041687
10,0.5118675827980042,0.4048178791999817,0.24614748358726501,0.9999406337738037,0.5030837655067444,0.40315234661102295,0.30650901794433594,0.9999374747276306,0.49855098128318787,0.400503545999527,0.30649906396865845,0.9999550580978394,0.4940902292728424,0.3977636992931366,0.30684417486190796,0.9999415874481201,0.5190540552139282,0.4076663851737976,0.3026336133480072,0.9999265074729919,0.5269209146499634,0.4150474965572357,0.3028341829776764,0.9999539256095886,0.5366091132164001,0.4220404028892517,0.3028845191001892,0.9999186992645264,0.4859768748283386,0.3720049262046814,0.3897295892238617,0.9999095797538757,0.5384526252746582,0.3850226104259491,0.3734820485115051,0.9998413324356079,0.5051053762435913,0.38259878754615784,0.29165586829185486,0.9987820982933044,0.5325693488121033,0.4049501121044159,0.28675082325935364,0.9986386299133301,0.45532965660095215,0.28654736280441284,0.285788357257843,0.9969304203987122,0.5901120901107788,0.30991601943969727,0.2501677870750427,0.9979888200759888,0.4196028709411621,0.2711661159992218,0.013630172237753868,0.7384392619132996,0.5864744782447815,0.30520299077033997,-0.004311642609536648,0.40572589635849,0.4652610421180725,0.34204259514808655,-0.19783815741539001,0.8476278185844421,0.5889760851860046,0.29841506481170654,-0.2545654773712158,0.7920989990234375,0.46649637818336487,0.35574281215667725,-0.22359976172447205,0.8850745558738708,0.6006333827972412,0.29300224781036377,-0.2836582660675049,0.856987476348877,0.4867169260978699,0.36673703789711,-0.19486404955387115,0.8828341364860535,0.5888827443122864,0.29578956961631775,-0.28292012214660645,0.8472994565963745,0.49060097336769104,0.36167827248573303,-0.1888706535100937,0.8680057525634766,0.5824600458145142,0.2954205274581909,-0.2584605813026428,0.8154129981994629,0.47259169816970825,0.11844316124916077,-0.0031304992735385895,0.9995094537734985,0.5826011896133423,0.12404933571815491,0.001569022424519062,0.9997488260269165,0.4307786524295807,0.3994397819042206,0.12126617133617401,0.8983463048934937,0.630513072013855,0.3552536964416504,-0.014775572344660759,0.9628523588180542,0.47910648584365845,0.6461439728736877,0.10512306541204453,0.8921170830726624,0.602507472038269,0.5504154562950134,-0.11711607128381729,0.9518366456031799,0.4933162331581116,0.6689472794532776,0.10757893323898315,0.9528669118881226,0.5956891775131226,0.5690932273864746,-0.11830423027276993,0.9612593054771423,0.5015972852706909,0.7005577683448792,0.07287336885929108,0.9123435616493225,0.5767372846603394,0.6725962162017822,-0.16805419325828552,0.924681544303894
11,0.5153923630714417,0.3893178701400757,0.2758910357952118,0.9999455213546753,0.5066556334495544,0.3910195529460907,0.33922895789146423,0.9999417066574097,0.501419186592102,0.3882846534252167,0.3391369879245758,0.9999583959579468,0.496337354183197,0.3854410946369171,0.3394715189933777,0.9999455213546753,0.523995041847229,0.39706382155418396,0.33384644985198975,0.9999307990074158,0.5352579951286316,0.4165651202201843,0.3342067003250122,0.9999570250511169,0.5431500673294067,0.4182305335998535,0.3342689871788025,0.9999232888221741,0.48747143149375916,0.35920754075050354,0.4507383704185486,0.9999156594276428,0.5459214448928833,0.37713706493377686,0.4341655671596527,0.9998522400856018,0.5072400569915771,0.36460837721824646,0.3371022045612335,0.9988597631454468,0.5350843667984009,0.39817821979522705,0.33123111724853516,0.9987018704414368,0.4586915373802185,0.26670965552330017,0.3380694091320038,0.9968852400779724,0.5931098461151123,0.3146345913410187,0.2953301668167114,0.9981424808502197,0.43242233991622925,0.278089314699173,0.05005381628870964,0.7292051911354065,0.5835025906562805,0.37985607981681824,-0.005238142795860767,0.4157431721687317,0.4852461814880371,0.372722327709198,-0.17249321937561035,0.8466519713401794,0.5865658521652222,0.4487829804420471,-0.23504121601581573,0.8027604222297668,0.48762816190719604,0.38597720861434937,-0.19884762167930603,0.8876665830612183,0.5981900691986084,0.4713882803916931,-0.2720131576061249,0.866457462310791,0.5038788914680481,0.3924504518508911,-0.17201188206672668,0.8849775791168213,0.5871309638023376,0.47250238060951233,-0.25946301221847534,0.8560875654220581,0.5062256455421448,0.3914722800254822,-0.1650131642818451,0.8685141205787659,0.5808755159378052,0.46117231249809265,-0.23529985547065735,0.8224236965179443,0.4763379991054535,0.10014243423938751,0.006700535770505667,0.9994814395904541,0.5864302515983582,0.10999594628810883,-0.007693776395171881,0.9997387528419495,0.4494768977165222,0.3916715085506439,0.12303809076547623,0.9017027020454407,0.6423825621604919,0.36741867661476135,-0.05908090993762016,0.9663881659507751,0.4805630147457123,0.6332948803901672,0.07745172828435898,0.9011853933334351,0.5891119837760925,0.6142770051956177,-0.19140282273292542,0.9562627077102661,0.49083930253982544,0.6538416743278503,0.07316958904266357,0.9573121666908264,0.5864445567131042,0.6324220299720764,-0.1985304355621338,0.9649726748466492,0.5016442537307739,0.6981507539749146,0.009369111619889736,0.9203003644943237,0.5709787607192993,0.6869186758995056,-0.27460458874702454,0.9315826892852783
12,0.5121987462043762,0.42638257145881653,0.31794410943984985,0.999950110912323,0.5039330720901489,0.4328524172306061,0.3642932176589966,0.9999463558197021,0.49911969900131226,0.4311616122722626,0.3641352951526642,0.9999617338180542,0.49441584944725037,0.4294136166572571,0.36432987451553345,0.9999499917030334,0.5204256176948547,0.4360700249671936,0.3601827025413513,0.9999361038208008,0.5343250632286072,0.4396893084049225,0.36036744713783264,0.9999603033065796,0.5380104780197144,0.46053916215896606,0.3603383004665375,0.9999288320541382,0.4865698218345642,0.4029783010482788,0.46277928352355957,0.9999223947525024,0.5439907312393188,0.413425475358963,0.45063072443008423,0.9998626112937927,0.5068392753601074,0.4008469581604004,0.35695701837539673,0.9989594221115112,0.5262128114700317,0.4090943932533264,0.35212165117263794,0.9988037943840027,0.4555233120918274,0.28155282139778137,0.33345267176628113,0.9970826506614685,0.5885356068611145,0.3282250463962555,0.3220024108886719,0.9982931017875671,0.432259738445282,0.2810896635055542,0.06160692498087883,0.7269130349159241,0.5748401880264282,0.3530893623828888,0.01201365701854229,0.4034093916416168,0.47839975357055664,0.3155193030834198,-0.16591313481330872,0.8423708081245422,0.5859072804450989,0.42166566848754883,-0.20891837775707245,0.7773684859275818,0.4751156270503998,0.3172924220561981,-0.19173888862133026,0.8907149434089661,0.5912348628044128,0.4413513243198395,-0.24092712998390198,0.8591336607933044,0.49239492416381836,0.32785165309906006,-0.17568737268447876,0.8880873322486877,0.5853907465934753,0.4630533754825592,-0.23629125952720642,0.8487197756767273,0.4974314272403717,0.32648760080337524,-0.16227589547634125,0.871329665184021,0.5801146030426025,0.4421643614768982,-0.21174144744873047,0.8119475841522217,0.4743197560310364,0.10861655324697495,-0.002527080476284027,0.999472975730896,0.5698098540306091,0.11248324811458588,0.001659163972362876,0.999740481376648,0.4487149119377136,0.40096625685691833,0.10485213994979858,0.9044458866119385,0.6300279498100281,0.3583914041519165,-0.05490250140428543,0.9693156480789185,0.5001839399337769,0.6235632300376892,0.007093983236700296,0.9084489941596985,0.5950183868408203,0.5448533296585083,-0.16288942098617554,0.9598360657691956,0.5001463294029236,0.6630754470825195,-0.0021475341636687517,0.9601932168006897,0.5876346826553345,0.5598052740097046,-0.1762070208787918,0.9680197238922119,0.5073941349983215,0.701339066028595,-0.03997969254851341,0.9262452721595764,0.573246419429779,0.6760890483856201,-0.23770074546337128,0.9376407265663147
